	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426 	ZL63I8R 	ZL9BTWF	ZLGD9M0	ZLPRB8E 	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR 	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3 	ZQMVU4Q	ZR47VBL	ZRB0F6P 	ZRLZ98T	ZTJ7L7Z 	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW 	ZWCZHHY 	ZWFDEY0 	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
KLKB1	2.457715167	2.357753333	2.256003579	2.218878444	2.273308333	2.107218083	1.743013239	2.394516833	2.266089909	1.6657169	1.763814385	2.159758292	2.3979189	2.165214609	2.403523538	2.371293417	2.33198425	1.846986714	2.472182708	3.223208	2.344080926	2.727179731	2.317347813	2.498438286	2.385757692	2.018752714	2.174512667	2.6103745	1.620909	2.0131056	2.369884333	2.6689905	2.28412375	2.455732	2.312243375	2.374103	2.365048222	1.952291	2.244724	2.555877167	2.16086075	1.532038544	2.3260995	2.223277333	2.311087333	2.394858	2.498206111	2.005788143	2.247764667	2.42720125	2.100469222	2.736103125	2.5504226	1.760715057	2.680153893	2.160033	2.260503827	1.964389583	2.524709111	2.219859
C4BPA	3.203730667	3.721720667	2.744578163	2.758064444	3.547949267	3.498868	2.805724389	3.591666056	3.225049818	2.9900537	2.626960923	3.148769867	3.5361928	3.162834652	3.418874308	3.2035425	4.053786	2.930593857	3.855259792	1.611687	3.895495722	3.850380667	3.445927688	3.842205857	3.685372222	3.693277	2.997888833	3.3543305	3.75544	3.7208802	3.372301667	3.71077725	3.342077	3.466972	3.7550555	4.4675284	3.870851556	3.4806435	3.0631495	3.5590785	3.677930833	2.763636778	3.684214667	3.302041733	4.090382	3.655275667	3.592082222	2.762450357	4.000915	3.505718875	3.807266222	3.879345625	3.9318486	3.797197	3.752358143	2.955953	3.6134024	3.690447917	3.373557444	3.340459571
VTN	4.90862625	4.8081814	4.886019684	4.603008	4.8207232	3.807602375	4.945054889	4.985265667	4.766047364	4.3274971	5.017057846	5.503980167	4.6004825	5.088829783	4.794191154	4.754578667	4.377802125	4.580131143	4.929415083	5.153133	5.031141023	4.946389357	4.528193625	5.144321143	4.989390338	4.605734714	4.584345833	5.1154885	4.633672	4.6802698	5.225517667	4.97715825	4.77686975	4.943618333	5.185065375	4.1935978	5.056792444	4.836225	5.509479	5.0911715	4.878307	4.888888	4.724853667	5.237115933	5.0960795	4.901280667	4.904150444	4.727896857	4.748446333	4.973383	4.622389444	4.8897015	4.7844996	4.600353286	4.833551893	4.85445	4.839649333	5.194931333	5.102616778	5.361227857
PROC	-2.82707675	-3.398651267	-3.052167158	-2.194743133	-2.304737	-2.423323917	-2.848834389	-2.435014556	-2.966886818	-3.0726424	-2.455702923	-2.487926583	-2.3836	-2.728465448	-1.760011692	-2.125463133	-2.712377375	-2.97618	-2.809668	-1.60721	-2.566863292	-2.39553945	-2.086725813	-2.635702571	-1.948986009	-2.514390286	-2.8295315	-2.06885625	-2.733052	-2.2882936	-1.915459667	-2.20390725	-2.6527975	-2.206822333	-2.264075875	-2.1648088	-2.758770444	-2.318803	-2.8230195	-2.311407	-1.948141417	-2.467225889	-2.4363615	-2.399306067	-2.763169	-2.344754333	-3.022309556	-2.394699786	-2.564167	-2.798925125	-2.170219	-2.03517775	-2.567195	-3.345326286	-2.777004429	-2.845692	-2.805816667	-2.459702333	-1.944619889	-2.378552714
APOB	5.55270475	5.524630333	5.648961526	5.725521667	4.435675133	5.459089625	5.9451815	6.054778778	5.477732	5.882355	5.731037692	5.702332917	5.5279697	5.764271174	5.280748231	6.252476083	5.823903875	5.998113571	6.481027542	5.845344	5.561616647	5.455117024	5.894026938	5.875249857	5.649166123	5.907046571	5.433429333	5.8011715	5.229152	5.8692994	5.543569667	5.86896625	6.015758	6.500242	6.830833625	6.6373316	5.429714556	5.892056	5.385505	5.727344167	5.904224667	5.686564	6.374394333	6.356037267	5.822203833	5.916137667	6.193733667	5.6669015	6.252716	5.6696205	5.841340667	6.1294765	6.0242872	5.624308143	6.222798071	5.091207	5.302044067	5.596757	6.274570667	5.735925714
LCAT	-0.759126303	-0.884110407	-0.951818816	-0.940050033	-0.621782727	-0.588054103	-0.873620156	-0.486942859	-0.754188033	-0.97539456	-0.642799946	-0.36579835	-0.5515645	-0.506004964	-0.291826215	-0.848612336	-0.704697638	-0.684112314	-0.717231464	-1.152271	-0.907503534	-0.706345308	-0.909297189	-0.402589649	-0.41304884	-0.711751543	-0.648622115	-0.57804435	-0.4060202	-0.80562404	-0.5986182	-0.4639052	-1.1769607	-0.7119322	-0.446822775	-1.085955	-0.464696578	-0.6387171	-1.0832585	-0.595854617	-0.426138728	-0.639629878	-1.334792633	-0.777173907	-0.910511133	-0.931384	-0.856117467	-0.408077079	-0.7970685	-0.609652513	-0.818129967	-0.734295894	-1.12010068	-0.909860214	-0.667943331	-0.9744729	-0.70252779	-0.63732482	-0.5867932	-0.117002571
HRG	3.623639333	3.435117333	4.003484368	3.307002556	3.8405844	3.629417625	3.745554667	4.041925556	3.019599727	3.6564036	3.747116769	4.149022625	3.3526375	3.947714087	3.702084308	4.267129167	3.73714325	3.948598714	4.280113458	4.490038	4.17655283	3.540370548	3.604133188	4.381132286	3.633917588	3.880937286	3.636368833	3.7225845	2.808501	3.5862948	3.839668	3.82381675	3.8145085	3.635341333	4.218343	4.3889276	4.198553222	3.7407385	2.7963835	4.160146833	3.612018917	2.983186222	4.019957333	4.054031933	3.702716667	4.214491667	3.630384556	3.490469357	4.014475333	3.728290375	3.854824444	3.848469875	3.8028868	3.968759	3.93615175	4.364965	3.538565633	3.832476417	4.196787444	4.064929143
KV320.1	-3.703219583	-3.920567867	-3.339511	-4.043719889	-5.0658222	-4.27693775	-3.887560833	-5.300825056	-4.816756	-3.6999068	-2.615820462	-5.320193875	-3.6241569	-4.485109957	-4.075654538	-4.758818333	-4.058705875	-4.293972714	-4.333036333	-4.439712	-2.91496746	-4.314716952	-4.65774975	-4.189256	-5.137608492	-2.976689857	-4.118333667	-5.29360625	-4.555562	-4.0967532	-6.50325	-3.955181	-3.29193175	-4.511744	-6.226865125	-3.3611342	-4.296862333	-4.748301	-3.3743245	-4.0867755	-4.77176075	-4.494331556	-4.786917833	-4.221102467	-4.783605167	-3.181662	-4.164332556	-3.555883143	-5.530001	-5.18993425	-4.089485333	-4.671220125	-3.6758842	-3.995067714	-4.560105964	-5.39148	-4.7044916	-3.80517075	-5.429569111	-3.935494143
KV315	2.069910083	2.919446667	2.3788075	2.197359111	1.871608067	2.462721917	2.705844722	1.929260444	2.430247273	2.2866374	2.885121231	1.760944454	2.5281967	2.516752539	2.202971769	1.922625917	2.526431875	3.297825857	2.275171792	2.349874	2.782706502	2.560887902	2.390385313	2.423215571	0.852873264	2.926327	1.927452317	2.403812	2.167895	2.716671	2.087151333	2.86867125	3.3016245	2.340004333	2.0903675	2.21570448	3.205792	2.409271	2.3282355	1.26729375	2.501231333	1.833886544	1.198111333	2.109946813	2.714259167	2.995699333	2.348465333	2.315152071	2.212886667	2.345603875	2.481046333	2.540922625	1.918223	2.494887571	2.411920486	2.523937	2.172812027	1.184068133	1.901028222	2.477268543
LV743	0.026602282	1.522897067	1.678847989	-0.627649769	0.239973301	0.199082212	0.891242978	-0.432871076	0.508906208	0.081352646	1.581205077	-0.156510696	0.649465662	-0.27663111	-0.297637507	0.33045415	-0.074670663	0.328115137	0.416070612	0.6859002	0.685720568	0.216025917	0.148250214	0.0657065	-1.143037341	0.789350886	0.821368133	0.437329275	0.9788291	-0.21147914	0.449642733	0.980981725	0.83849255	-0.037827993	-1.020946688	-0.07817546	1.485927311	0.161239705	0.76384085	0.057605152	0.476428108	0.578537366	1.307413067	0.756184069	0.53629843	-0.1372191	0.833752986	0.634270328	-0.0245982	0.526892638	1.727883678	0.339652625	-0.9715925	0.4066071	0.535496766	0.2815269	0.332498611	0.24834181	-0.876252733	-0.185683257
A1BG	5.062866417	4.798665333	5.126714	4.935103333	5.227553467	5.244319833	4.983787833	5.242571556	4.929449273	4.5547823	4.707155923	5.208558625	4.7756135	5.200936783	5.158044077	4.951389667	4.9174165	5.320172286	5.208630125	4.777905	4.893557212	5.182064048	4.919352875	5.220901286	5.067173031	5.308869857	5.0217665	5.4608925	5.424707	5.5561256	5.685482667	5.228745	4.94404775	5.085897333	5.35178225	5.141294	4.864515556	5.146503	5.2420905	5.213535167	5.140408917	5.237117444	5.1636975	5.325845	5.235151833	5.393332333	4.934645111	4.786898	5.426251333	5.373650375	5.178924	5.0899825	4.2315294	5.288702571	5.232346571	5.390702	4.8479668	5.097830833	5.473065889	5.175935571
IGHM.1	-0.010569458	1.573580213	-0.540479879	1.893980533	-1.853749269	0.160452542	-0.404705067	-0.53193935	-1.803738455	2.6489681	-1.2887293	-1.627375363	-0.76158936	-1.053830097	-0.823730423	0.540673975	0.612542063	0.54873384	0.040691839	-0.4522376	0.532354647	-1.794636975	-1.769907138	1.826543103	-0.831720542	1.715606857	-1.3487228	1.0035335	2.221873	2.223494	1.997204333	-0.302133375	1.863893	1.954417667	1.509135375	2.4594526	0.583774367	1.3559307	1.1339295	-0.566670053	-0.778858975	-1.091164644	1.384908433	0.884691213	-1.651665838	-0.1758267	0.690395078	-0.023049808	-0.733628753	0.998983775	1.459327956	-0.3565458	0.72133504	-0.094451979	0.676279564	-0.2170755	0.031859628	0.246528742	0.298024111	-1.094081429
VWF	0.273767383	0.737699787	0.527608058	-0.3542136	-0.923967966	1.254987894	1.354209144	1.776536639	1.008671236	0.888517322	0.601419573	0.084751371	-0.663108352	1.906374223	1.958017454	-0.462450592	0.824884563	-0.330510856	-0.736334404	-0.4718855	0.959131035	1.506074429	1.150545088	-0.884544714	1.20857955	1.202849757	0.3112026	1.072751005	2.759113	1.03065794	-1.250258333	0.025939675	0.6072329	0.467090867	1.996983075	-0.488562652	-1.223592378	-0.160126	-1.0272048	1.3351535	1.028618142	1.247985711	1.4252147	-0.032568376	0.668639882	-0.5298955	1.079659436	0.333209249	-1.343534333	-0.954082113	-0.371152309	1.382764788	-1.1739913	0.6835799	-1.213879442	-1.183284	1.02897188	1.334237958	0.714403367	0.589763371
SHBG	-0.857894608	-0.908775367	-1.838664084	1.5231748	-1.010477153	-1.785858979	-0.892470694	-1.824270706	-1.626317727	-0.562377223	-1.361186915	-3.611671833	-1.29072797	-0.977210404	-0.731768346	-0.920867281	-1.689517425	-0.874703286	-2.628463386	-0.09362626	-1.632689637	-1.636704493	-0.844736686	-1.401556771	-2.337291583	-0.783281614	0.092048533	-1.3778521	-0.6076416	-0.5660786	-1.0520675	-2.68386025	-1.93317815	-0.9890084	-1.582124513	-1.46531722	-0.686577465	-1.6281255	1.22711	-2.269135333	-0.847093066	-1.230754556	-1.479981783	-1.167290713	-2.053159333	-0.571691833	-1.074825933	-1.070750979	-0.1196844	-2.214696875	-1.160305267	-1.7383365	-1.3485287	-1.3505989	-1.765457114	0.4395059	-1.26872412	-0.8047709	-0.895012256	-3.773786086
GAPDH	-4.038928125	-4.667526667	-4.005418416	-4.472267222	-2.964685447	-3.251944592	-4.109369167	-4.724244889	-3.502699182	-4.7246582	-3.357153423	-3.063701083	-3.3638773	-3.815478913	-2.815206079	-4.346928792	-3.244599025	-3.676790677	-3.58054435	-3.167983	-3.289170665	-3.668153048	-3.515310438	-4.406534757	-3.160008862	-5.618073571	-4.009732333	-5.21961725	-3.130307	-3.7564896	-4.970383667	-5.44058175	-4.42842275	-4.292171667	-3.31181675	-4.05943362	-3.348322533	-5.4296925	-5.6861335	-3.086178333	-3.220800083	-3.131178778	-4.023930667	-4.095904667	-4.480945667	-4.719032333	-2.700533644	-4.100807857	-3.905114473	-4.25842875	-3.8596455	-2.235343663	-2.70555952	-2.910428086	-3.529909139	-0.1827013	-3.786804453	-4.779748833	-3.41244885	-3.115508686
KV116	-2.206290857	-2.577339673	-2.442102063	-2.594114444	-3.451626611	-2.897287617	-2.141728588	-2.981987422	-3.130021823	-0.363693218	-1.873170977	-2.721277061	-2.85345011	-2.69591963	-1.309626569	-1.120941758	-1.576016475	-3.089641303	-3.943982821	-2.48883	-3.539769041	-3.593520869	-1.535908524	-4.004317343	-3.701723278	-3.241523957	-1.992054	-2.5900127	-0.6417773	-3.48248708	-2.0091585	-3.764494925	-1.4345953	-5.84125	-2.218533113	-2.68075928	-3.076197178	-4.2587343	-2.1560375	-1.760928878	-2.993613098	-2.058036678	-3.0931706	-3.956997153	-3.790719632	-1.607751833	-2.815830233	-2.744145143	-2.396999667	-2.686634413	-2.282479537	-1.891825413	-1.53741626	-1.644714371	-2.183368804	-3.839327	-3.113773733	-2.890852458	-4.052494756	-3.601198714
KV311	3.636988	2.844935133	2.542711	2.720751333	2.558516833	3.240771083	3.436449389	2.604177294	2.478031	2.6444228	3.660643	2.175977933	2.33310928	3.137655574	2.348387762	1.80086475	1.618075725	2.90777174	2.189642875	3.017367	2.032878134	2.64715881	2.200534894	1.463586986	1.537611092	1.713707429	2.508363833	2.6514265	1.244885	2.3971082	1.514354667	2.60191625	2.8912925	2.560687333	1.9905668	1.88509296	3.273779222	2.053636	2.538463	1.698728617	2.12656775	2.123093044	3.5400045	2.064103287	2.796535667	3.360467333	2.654618	2.501321357	3.132959	2.7234295	2.800440222	2.350616375	1.530456	3.041808429	2.934911007	2.448997	2.4908366	1.874396333	1.499071944	3.676856571
KV310	-4.65489575	-2.58932184	-3.917417868	-4.995066333	-4.44134714	-4.102229911	-4.393490978	-4.629196333	-4.851312455	-4.8848967	-3.635024872	-3.780419621	-3.8699764	-3.746034696	-5.187440615	-3.295823208	-3.885319	-2.499954	-5.171519333	-3.670365	-4.063546698	-4.220313429	-4.376484563	-4.864032571	-5.4926384	-3.155936043	-5.5498345	-5.62512825	-5.539047	-5.1880918	-5.372602333	-3.99057525	-2.851045325	-3.121981667	-5.3114155	-5.2001342	-4.496415333	-5.198708	-4.32678	-6.242796333	-5.14784975	-4.663324333	-3.882069717	-4.064129267	-2.905430717	-3.018661667	-3.966291222	-3.346948857	-5.764474667	-3.7354434	-3.355224456	-4.54016875	-3.0612048	-3.251361271	-4.724406464	-2.787662	-4.059161207	-3.675060333	-4.080256111	-4.511549714
HV270	-2.43191225	-2.19783772	-4.552193526	-1.707727778	-3.589643267	-2.098413583	-2.556089667	-5.287272333	-5.137595455	-2.2861407	-5.063412462	-2.698066458	-2.5982902	-5.491819739	-5.451326769	-5.017978417	-1.768599475	-2.0108168	-5.05654125	-2.175302	-3.417294918	-2.355655957	-2.773257563	-6.54064	-2.511755835	-0.775774186	-1.657199717	-2.2539195	-2.173763	-1.9581982	-1.359584333	-1.73422925	-5.647197	-1.946046333	-2.321718625	-2.9122372	-4.963761222	-1.23419	-1.249652	-2.042747	-4.665671417	-4.937838889	-2.352283333	-1.74383778	-1.6153625	-1.742488667	-1.957806422	-2.070910429	-4.722560333	-1.749767588	-0.909278457	-4.977808	-3.1043076	-3.484222286	-2.488441179	-2.873471	-4.756327267	-2.774359917	-2.694656	-1.686419429
APOD	3.791745583	3.694355	2.997432053	3.559648889	3.511291667	2.732424375	3.685494278	3.601386833	3.350610091	3.9153131	2.817057	2.856978667	3.6012684	3.182903957	3.033140077	3.35810925	3.159549875	2.905041429	3.610653792	2.943776	3.544560557	2.91988481	3.332871625	2.703460714	3.785218	3.342125571	3.3589925	2.87056925	2.533745	3.2934086	2.139755333	2.7606935	3.25622325	3.297949	3.05419775	2.7950962	3.420915	3.603616	3.081483	2.775475	3.386579583	2.978186	3.267854833	3.398687	2.584813667	3.544291	3.140795667	3.461702286	3.175948	3.315442125	3.332320111	2.86443025	2.6361026	3.109689	3.200051964	2.824515	3.335361667	2.768657417	3.579391333	3.035295429
SERPINA5	-5.164536567	-1.822503027	-2.715537249	-5.410991689	-6.056975733	-3.826918017	-2.856448447	-1.353643643	-4.274098791	-2.18677348	-0.756413463	-0.686726856	-1.02427275	-0.857343055	-4.40350307	-2.938159842	-1.746205454	-4.534974114	-1.510285632	-1.576984	-2.116291432	-5.069693074	-1.073746518	-2.399109719	-4.666626462	-2.538560043	-4.830386833	-5.98760025	-7.348224	-1.63004226	-0.376073033	-0.97608145	-0.074522725	-7.135624	-0.888457588	-2.742945796	-1.920366164	-0.06467965	-0.13450778	-5.405973667	-2.563447363	-2.484316289	-2.947250683	-5.007071307	-5.668315333	-1.459613133	-2.113862183	-1.21952594	-2.1450493	-6.62661375	-3.513398967	-3.90734875	-4.1890372	-4.546882941	-4.132135649	-6.699109	-4.07507334	-1.417195	-3.096638678	-5.515194571
SERPING1	3.038831417	4.2696134	3.953493158	2.640346889	2.771588667	3.988190417	3.851026167	4.344544722	3.496322182	3.9121833	3.709719308	4.294540292	3.9397128	4.29324587	3.170544846	3.541293917	3.9766825	3.289960143	4.503620625	1.8136	4.273650241	1.858250829	4.138302875	3.740658143	3.232929969	3.977188	3.207970333	2.23387775	3.486506	4.1560878	4.335361333	3.49213875	4.163326	3.643394333	4.467836625	3.2811518	4.633062778	4.133687	4.0359525	1.977620333	4.02551875	4.126520444	4.188908167	3.4446836	2.543272667	3.895158667	3.708823667	4.584817857	4.317684667	1.58165875	3.821600889	3.020956875	2.84877408	3.327557571	3.692652643	1.198599	3.791132067	4.2980085	3.642282444	3.016655
CFI	1.9987185	1.885555013	1.9604331	1.404855333	2.157014467	1.88494245	0.513572228	2.027269889	1.839950727	1.3274801	1.715751846	2.032225713	1.719479	1.88624723	2.039315154	1.75513552	2.11906775	2.181593	2.209106792	2.131883	2.104524389	2.231057929	2.124737563	1.999895	1.991262291	1.971773429	1.608840667	2.02542425	1.910084	1.82826	2.015970667	1.96506025	1.86771825	1.921966667	1.9519475	2.0560556	1.693078678	2.062815	1.938138	2.310930833	1.741983558	1.723069556	1.45205045	1.9556684	2.5118005	2.148761667	1.856702444	1.626767571	2.171821667	1.9859455	1.855712222	2.114355	1.887267	2.023908714	2.049277393	2.25568	2.079004933	2.25693625	2.568535111	1.972017
F13B	0.114476073	0.395524736	-0.469575606	0.711112411	0.442588124	0.358132302	0.799167294	0.69905324	0.795183307	0.164209163	0.285554156	0.649347308	0.311334355	-0.060570013	0.366503441	-0.164691908	0.384536535	0.112142739	-0.176551273	0.8336312	0.799808625	0.726689039	0.284588451	-0.038791571	0.577157083	0.185054239	0.28920531	-0.076942575	0.3273606	0.248211644	-0.273603967	-0.45516139	-0.255800153	0.283314567	0.15116086	-0.02442199	-0.013457304	0.55787615	-0.2139214	0.148338407	0.567944683	0.589793856	-0.886260117	0.42825376	-1.852110978	0.145896443	-0.025795562	0.00542876	0.3757454	0.198556078	-1.0910134	-0.207060604	0.575334454	0.637689214	0.457144323	-0.2781104	-0.134730574	-0.085269583	0.716018011	0.631070983
CLEC3B	-1.408349458	-1.03190932	-1.030728263	-0.9499088	-0.723771967	-1.032688476	-1.099259039	-0.777351883	-0.585972343	-0.93846782	-0.747987833	-0.737991454	-0.374726333	-1.046097768	-0.349239623	-0.80854715	-0.930188643	-1.5707095	-0.847625921	-1.955934	-0.85226809	-0.768799639	-0.521208224	-1.261323286	-0.718098055	-0.870766914	-0.469749683	-1.1123625	-1.125412	-1.12935556	-0.8474837	-0.711414275	-0.86704495	-1.214177333	-0.970720375	-0.763494694	-0.576940948	-1.217366	-1.333862	-0.872999783	-1.174956383	-0.824699022	-1.124723433	-0.3811265	-1.021721	-1.4286111	-1.140525832	-0.421460278	-0.934228233	-0.853542688	-1.125014689	-1.26294485	-1.1332497	-1.0966123	-0.679391725	-3.38784	-1.333418907	-0.752600433	-1.128733389	-0.932454829
SERPINA7	-0.552000342	-0.227096437	-0.312258268	-0.295544102	-0.46885745	-0.739195051	-0.4320751	-0.656184575	-0.503478618	-0.70940555	-0.437901827	-0.521750005	-0.835341619	-0.543196591	-0.379042606	-1.304858142	-0.797028588	-0.228965087	-0.792369383	1.009276	-0.902054783	-1.030824612	-0.166653964	-0.186461387	-0.441737454	-0.611036243	-0.046489125	-0.761431725	-0.698145	-1.4045238	-0.830419767	-0.951558275	-0.8093772	-0.897105133	-0.451924143	0.473026878	-1.105064656	-1.0013763	0.033889205	-0.989137183	-0.805669892	-0.427714312	-1.5306801	-0.930305353	-0.561807918	0.24497095	-0.332287352	-0.936511387	-1.045476267	-0.823738725	-0.867415956	0.476872444	-0.71397982	-0.5437212	-0.529179141	0.1801789	-0.754059593	-0.356359569	-0.476235278	-0.159057511
SERPIND1	3.276290167	3.251276267	3.065792789	3.387546444	3.3319114	3.624828708	3.480864278	3.022977611	3.343853455	2.5619652	3.247363692	3.78849525	2.8260872	3.136297	3.357587615	3.304424917	2.99182175	3.174436143	3.178111667	3.623648	3.311367855	3.280338595	2.828741353	3.672387714	3.414815431	2.985175	3.223707333	3.3927455	3.622634	3.4064266	3.756359	3.15622775	3.1638255	3.497037333	3.382913375	3.3021698	2.792381	3.5459475	3.7856295	3.351466167	3.289878083	2.671051411	3.186167667	3.3015996	3.307640167	2.894643667	3.245250889	3.134082	3.146843333	3.408369	3.123248556	3.47595375	3.307899	3.335814429	3.336475643	3.043961	3.545697467	3.564495833	3.692226889	3.445495286
BCHE	-1.140840775	-1.574465747	-0.944948947	-2.020610889	-1.137319267	-1.002603957	-1.561031661	-1.031911883	-0.968365245	-1.9660607	-0.837810462	-0.963860792	-1.04323589	-0.689782113	-1.223180931	-1.056737642	-1.447826313	-1.526023857	-1.136496046	-1.248347	-1.738328492	-1.153329939	-0.95740572	-1.1685372	-0.641314377	-1.274165	-1.239469867	-1.963983	-1.196275	-0.8199458	-0.928494033	-1.28911235	-1.24633335	-1.888509333	-1.103066125	-1.6686506	-1.870776411	-0.5491116	-1.3424805	-0.438539683	-0.8571436	-0.939460367	-2.152845	-1.281819493	-0.87264585	-2.249248667	-1.518406044	-0.989774064	-2.523712667	-0.815409963	-1.206001378	-1.041881475	-0.89987412	-0.988983486	-1.240614729	-1.567387	-1.055799308	-1.009331208	-1.1877459	-0.998216729
KV230	-0.8616847	0.16571314	0.597613958	-0.503663809	-1.239326133	-0.022097645	0.359062526	0.239761533	-0.437339058	-0.56927438	0.928283915	-1.564253179	-0.00153708	0.4137947	-0.198379058	-0.641278458	-0.423730875	-1.191871043	-1.382499734	1.047655	-0.632694014	-0.842249143	-0.846409575	0.18884904	-0.929076961	0.67703268	0.162063283	-0.460789825	-0.7071754	-0.51083762	-0.098073067	0.20317305	-0.630948625	1.0358536	-0.315480344	0.5528718	0.089914258	-1.97508915	-2.3896985	-0.339642148	-0.202344823	-0.210076633	-0.52328745	-0.183119297	-0.110804433	0.7759121	0.724739206	0.195592036	-0.972754667	-0.067615981	0.652926367	0.083692625	0.05676606	1.070636057	0.884862257	1.624917	-0.658571185	-0.099798675	-2.128347789	-0.706297077
